VoteKit PreferenceProfile
Candidates
(Zohran Kwame Mamdani:Zo),(overvote:ov),(Jessica Ramos:Je),(Write-in:Wr),(Paperboy Love Prince:Pa),(Michael Blake:Mi),(Zellnor Myrie:Ze),(Whitney R. Tilson:Wh),(Brad Lander:Br),(Andrew M. Cuomo:An),(Selma K. Bartholomew:Se),(Adrienne E. Adams:Ad),(Scott M. Stringer:Sc)
Max Ranking Length
5
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,&,Weight,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'Ad'},&,5/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'An'},&,2/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'Br'},&,16/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'Mi'},&,11/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'Pa'},&,8/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'Se'},&,12/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'Wh'},&,8/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},{'Wr'},&,2/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},,&,7/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},{'Ad'},&,18/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},{'An'},&,5/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},{'Br'},&,12/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},{'Mi'},&,9/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},{'Pa'},&,10/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},{'Sc'},&,17/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},{'Wh'},&,31/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},,&,5/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'Ad'},&,4/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'An'},&,7/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'Br'},&,7/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'Mi'},&,9/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'Pa'},&,10/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'Sc'},&,4/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'Se'},&,10/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wr'},{'Mi'},&,2/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wr'},{'Se'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wr'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},,&,2/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},,,&,69/1,&
&,{'Zo'},{'Je'},{'Ad'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Je'},{'An'},,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,3/1,&
&,{'Zo'},{'Je'},{'Mi'},{'Br'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'An'},,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,12/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,4/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,3/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},{'Ad'},{'An'},,&,2/1,&
&,{'Zo'},{'Je'},{'Ad'},,,&,2/1,&
&,{'Zo'},{'Je'},{'An'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Je'},{'An'},{'Br'},,&,2/1,&
&,{'Zo'},{'Je'},{'An'},{'Pa'},,&,1/1,&
&,{'Zo'},{'Je'},{'Br'},{'An'},,&,2/1,&
&,{'Zo'},{'Je'},{'Br'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Je'},{'Br'},,,&,2/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},{'Mi'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},,,&,3/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},,&,2/1,&
&,{'Zo'},{'Je'},{'Se'},,,&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,1/1,&
&,{'Zo'},{'Je'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Je'},{'An'},,,&,11/1,&
&,{'Zo'},{'Je'},{'Br'},,,&,4/1,&
&,{'Zo'},{'Je'},{'Pa'},,,&,3/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,3/1,&
&,{'Zo'},{'Je'},{'Se'},,,&,1/1,&
&,{'Zo'},{'Je'},,,,&,3/1,&
&,{'Zo'},{'Je'},,,,&,1063/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},{'Br'},&,12/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},{'Je'},&,5/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},{'Pa'},&,3/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},{'Sc'},&,7/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},{'Se'},&,3/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},{'Wh'},&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},{'Ze'},&,4/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},,&,8/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},,&,4/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'An'},&,32/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'Je'},&,78/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'Pa'},&,44/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'Sc'},&,109/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'Se'},&,25/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'Wh'},&,9/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'Wr'},&,6/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},{'Ze'},&,320/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Br'},,&,77/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},{'An'},&,15/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},{'Br'},&,53/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},{'Pa'},&,17/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},{'Sc'},&,21/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},{'Se'},&,25/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},{'Wh'},&,9/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},{'Ze'},&,30/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Je'},,&,23/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},,&,4/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'An'},&,2/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'Br'},&,5/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'Je'},&,5/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'Sc'},&,3/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'Se'},&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'Wh'},&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'Wr'},&,3/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},{'Ze'},&,8/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Pa'},,&,16/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'An'},&,15/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'Br'},&,49/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'Je'},&,20/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'Pa'},&,12/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'Se'},&,11/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'Wh'},&,4/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'Wr'},&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},{'Ze'},&,20/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},,&,11/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'An'},&,7/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'Br'},&,13/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'Je'},&,17/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'Pa'},&,8/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'Sc'},&,8/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'Wh'},&,7/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'Wr'},&,2/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},{'Ze'},&,9/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Se'},,&,6/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},{'An'},&,6/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},{'Br'},&,6/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},{'Je'},&,2/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},{'Pa'},&,3/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},{'Sc'},&,4/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},{'Se'},&,3/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wh'},{'Ze'},&,3/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wr'},{'An'},&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wr'},{'Se'},&,2/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Wr'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'An'},&,14/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'Br'},&,269/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'Je'},&,42/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},,&,11/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'Pa'},&,25/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'Sc'},&,39/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'Se'},&,22/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'Wh'},&,16/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},{'Wr'},&,2/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},,&,56/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,2/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'An'},,&,2/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Ad'},,,&,164/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},{'Br'},&,9/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},{'Je'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},{'Pa'},&,6/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},{'Sc'},&,10/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},{'Se'},&,7/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},{'Wh'},&,4/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},{'Ze'},&,8/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},,&,7/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Ad'},&,6/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Je'},&,4/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Pa'},&,2/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Sc'},&,13/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Se'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Wh'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Wr'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},{'Ze'},&,4/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},,&,6/1,&
&,{'Zo'},{'Mi'},{'An'},{'Je'},{'Ad'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Je'},{'Br'},&,6/1,&
&,{'Zo'},{'Mi'},{'An'},{'Je'},{'Se'},&,2/1,&
&,{'Zo'},{'Mi'},{'An'},{'Je'},{'Wh'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Je'},{'Ze'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Je'},,&,2/1,&
&,{'Zo'},{'Mi'},{'An'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Pa'},{'Sc'},&,2/1,&
&,{'Zo'},{'Mi'},{'An'},{'Pa'},{'Se'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Pa'},,&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},{'Ad'},&,9/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},{'Br'},&,9/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},{'Je'},&,5/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},{'Pa'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},{'Se'},&,5/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},{'Wh'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},{'Ze'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Sc'},,&,4/1,&
&,{'Zo'},{'Mi'},{'An'},{'Se'},{'Ad'},&,2/1,&
&,{'Zo'},{'Mi'},{'An'},{'Se'},{'Br'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Se'},{'Je'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Se'},{'Sc'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Se'},{'Wh'},&,2/1,&
&,{'Zo'},{'Mi'},{'An'},{'Se'},{'Ze'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Se'},,&,5/1,&
&,{'Zo'},{'Mi'},{'An'},{'Wh'},{'Ad'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Wh'},{'Je'},&,2/1,&
&,{'Zo'},{'Mi'},{'An'},{'Wh'},{'Se'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Wh'},{'Ze'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Wr'},{'Sc'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},{'Ad'},&,6/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},{'Br'},&,4/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},{'Je'},&,6/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},{'Pa'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},{'Sc'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},{'Se'},&,3/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},{'Wh'},&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ze'},,&,4/1,&
&,{'Zo'},{'Mi'},{'An'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Mi'},{'An'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'An'},{'Br'},,&,1/1,&
&,{'Zo'},{'Mi'},{'An'},,,&,75/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'An'},&,24/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'Je'},&,137/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'Pa'},&,101/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'Sc'},&,211/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'Se'},&,59/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'Wh'},&,18/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'Wr'},&,6/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},{'Ze'},&,902/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},,&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},,&,154/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},{'Ad'},&,11/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},{'Je'},&,3/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},{'Sc'},&,10/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},{'Se'},&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},{'Wr'},&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},{'Ze'},&,6/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},,&,11/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'Ad'},&,79/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'An'},&,6/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'Pa'},&,28/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'Sc'},&,40/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'Se'},&,30/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'Wh'},&,13/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'Wr'},&,5/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},{'Ze'},&,82/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},,&,25/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'Ad'},&,28/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'An'},&,4/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'Je'},&,20/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'Sc'},&,28/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'Se'},&,12/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'Wh'},&,7/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'Wr'},&,8/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},{'Ze'},&,43/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},,&,40/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'Ad'},&,115/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'An'},&,12/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'Je'},&,41/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'Pa'},&,38/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'Se'},&,25/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'Wh'},&,11/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'Wr'},&,6/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},{'Ze'},&,89/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},,&,39/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},{'Ad'},&,16/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},{'An'},&,5/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},{'Je'},&,26/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},{'Pa'},&,12/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},{'Sc'},&,14/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},{'Wh'},&,8/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},{'Ze'},&,52/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},,&,4/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},{'Ad'},&,14/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},{'An'},&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},{'Je'},&,4/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},{'Pa'},&,3/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},{'Sc'},&,5/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},{'Se'},&,4/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},{'Ze'},&,5/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wh'},,&,3/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wr'},{'Ad'},&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wr'},{'Je'},&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wr'},{'Pa'},&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wr'},{'Wh'},&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wr'},{'Ze'},&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wr'},,&,3/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'Ad'},&,1023/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'An'},&,10/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'Je'},&,109/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'Pa'},&,117/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'Sc'},&,117/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'Se'},&,42/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'Wh'},&,10/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},{'Wr'},&,9/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},,&,81/1,&
&,{'Zo'},{'Mi'},{'Br'},,,&,3/1,&
&,{'Zo'},{'Mi'},{'Br'},,,&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ad'},,&,2/1,&
&,{'Zo'},{'Mi'},{'Br'},{'An'},,&,3/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Je'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Pa'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Se'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Wr'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},,,&,1/1,&
&,{'Zo'},{'Mi'},{'Br'},,,&,514/1,&
&,{'Zo'},{'Mi'},{'Je'},{'Ad'},{'An'},&,7/1,&
