VoteKit PreferenceProfile
Candidates
(Zohran Kwame Mamdani:Zo),(overvote:ov),(Jessica Ramos:Je),(Write-in:Wr),(Paperboy Love Prince:Pa),(Michael Blake:Mi),(Zellnor Myrie:Ze),(Whitney R. Tilson:Wh),(Brad Lander:Br),(Andrew M. Cuomo:An),(Selma K. Bartholomew:Se),(Adrienne E. Adams:Ad),(Scott M. Stringer:Sc)
Max Ranking Length
5
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,&,Weight,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},{'Br'},&,4/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},{'Mi'},&,10/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},{'Sc'},&,10/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},{'Wh'},&,10/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},{'Wr'},&,2/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},{'Ze'},&,10/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},,&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Se'},,&,2/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'Ad'},&,5/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'An'},&,5/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'Br'},&,4/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'Mi'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'Sc'},&,2/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'Se'},&,14/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},{'Ze'},&,5/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wr'},{'Ad'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wr'},{'An'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wr'},{'Br'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wr'},{'Sc'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wr'},{'Ze'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wr'},,&,2/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'Ad'},&,3/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'An'},&,6/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'Br'},&,4/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'Mi'},&,4/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'Sc'},&,7/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'Se'},&,10/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'Wh'},&,7/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Ze'},,&,4/1,&
&,{'Zo'},{'Je'},{'Pa'},,,&,2/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Br'},,&,2/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Je'},{'Pa'},,,&,88/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},{'An'},&,31/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},{'Br'},&,18/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},{'Mi'},&,17/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},{'Pa'},&,17/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},{'Se'},&,18/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},{'Wh'},&,11/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},{'Ze'},&,18/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},,&,9/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},{'Ad'},&,4/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},{'Br'},&,4/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},{'Mi'},&,7/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},{'Pa'},&,4/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},{'Se'},&,2/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},{'Wh'},&,3/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},{'Ze'},&,3/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},,&,8/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'Ad'},&,20/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'An'},&,9/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'Mi'},&,22/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'Pa'},&,11/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'Se'},&,12/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'Wh'},&,16/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'Wr'},&,2/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},{'Ze'},&,23/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Br'},,&,17/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},{'Ad'},&,14/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},{'An'},&,10/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},{'Br'},&,28/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},{'Pa'},&,8/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},{'Se'},&,12/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},{'Wh'},&,5/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},{'Ze'},&,15/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Mi'},,&,3/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Pa'},{'Ad'},&,2/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Pa'},{'An'},&,8/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Pa'},{'Se'},&,9/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Pa'},{'Wh'},&,3/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Pa'},{'Ze'},&,5/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Pa'},,&,6/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},{'Ad'},&,22/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},{'An'},&,19/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},{'Br'},&,7/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},{'Mi'},&,10/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},{'Pa'},&,21/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},{'Wh'},&,16/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},{'Ze'},&,43/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Se'},,&,11/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},{'Ad'},&,3/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},{'An'},&,4/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},{'Br'},&,12/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},{'Mi'},&,13/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},{'Pa'},&,7/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},{'Se'},&,8/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},{'Ze'},&,4/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wh'},,&,2/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wr'},{'Mi'},&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Wr'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'Ad'},&,13/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'An'},&,9/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'Br'},&,17/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'Mi'},&,28/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'Pa'},&,7/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'Se'},&,15/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'Wh'},&,8/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},{'Wr'},&,2/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ze'},,&,7/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Sc'},,,&,88/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'An'},&,35/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'Br'},&,12/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'Mi'},&,25/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'Pa'},&,18/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'Sc'},&,16/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'Wh'},&,77/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},{'Ze'},&,32/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ad'},,&,15/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},{'Ad'},&,10/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},{'Mi'},&,6/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},{'Pa'},&,4/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},{'Sc'},&,7/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},{'Wh'},&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},{'Ze'},&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},,&,6/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'Ad'},&,11/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'An'},&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'Mi'},&,10/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'Pa'},&,9/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'Sc'},&,7/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'Wh'},&,10/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},{'Ze'},&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'Br'},,&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},{'Ad'},&,7/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},{'An'},&,8/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},{'Br'},&,14/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},{'Pa'},&,16/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},{'Sc'},&,12/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},{'Wh'},&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},{'Ze'},&,8/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Mi'},,&,4/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},{'Ad'},&,6/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},{'An'},&,10/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},{'Br'},&,4/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},{'Mi'},&,5/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},{'Sc'},&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},{'Wh'},&,7/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},{'Ze'},&,6/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},,&,8/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},{'Ad'},&,25/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},{'An'},&,22/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},{'Br'},&,7/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},{'Mi'},&,11/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},{'Pa'},&,19/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},{'Wh'},&,20/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},{'Ze'},&,38/1,&
&,{'Zo'},{'Je'},{'Se'},{'Sc'},,&,6/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},{'Ad'},&,49/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},{'An'},&,19/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},{'Br'},&,13/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},{'Mi'},&,22/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},{'Pa'},&,30/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},{'Sc'},&,14/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},{'Ze'},&,39/1,&
&,{'Zo'},{'Je'},{'Se'},{'Wh'},,&,10/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},{'Ad'},&,22/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},{'An'},&,10/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},{'Br'},&,12/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},{'Mi'},&,7/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},{'Pa'},&,25/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},{'Sc'},&,16/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},{'Wh'},&,37/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},,&,3/1,&
&,{'Zo'},{'Je'},{'Se'},,,&,2/1,&
&,{'Zo'},{'Je'},{'Se'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},{'An'},,&,3/1,&
&,{'Zo'},{'Je'},{'Se'},{'Pa'},,&,2/1,&
&,{'Zo'},{'Je'},{'Se'},{'Ze'},,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Se'},,,&,108/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'An'},&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'Br'},&,5/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'Mi'},&,4/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'Pa'},&,6/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'Sc'},&,5/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'Se'},&,43/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'Wr'},&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},{'Ze'},&,14/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ad'},,&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},{'Ad'},&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},{'Sc'},&,3/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},{'Se'},&,4/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},{'Ze'},&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},,&,4/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},{'Ad'},&,3/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},{'An'},&,5/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},{'Mi'},&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},{'Pa'},&,8/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},{'Sc'},&,3/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},{'Se'},&,10/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},{'Ze'},&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Br'},,&,9/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},{'Ad'},&,5/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},{'An'},&,5/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},{'Br'},&,24/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},{'Pa'},&,13/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},{'Sc'},&,6/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},{'Se'},&,12/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},{'Ze'},&,3/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Mi'},,&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'Ad'},&,6/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'An'},&,5/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'Br'},&,4/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'Mi'},&,3/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'Sc'},&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'Se'},&,12/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},{'Ze'},&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Pa'},,&,6/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},{'Ad'},&,3/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},{'An'},&,8/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},{'Br'},&,10/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},{'Mi'},&,8/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},{'Pa'},&,10/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},{'Se'},&,23/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},{'Ze'},&,9/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Sc'},,&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'Ad'},&,32/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'An'},&,17/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'Br'},&,12/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'Mi'},&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'Pa'},&,36/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'Sc'},&,20/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'Wr'},&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},{'Ze'},&,40/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},,&,18/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Wr'},{'An'},&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Wr'},{'Sc'},&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Wr'},{'Se'},&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Wr'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},{'Ad'},&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},{'An'},&,2/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},{'Br'},&,7/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},{'Mi'},&,5/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},{'Pa'},&,12/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},{'Sc'},&,10/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},{'Se'},&,25/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Ze'},,&,3/1,&
&,{'Zo'},{'Je'},{'Wh'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},,,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'An'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},{'Se'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wh'},,,&,74/1,&
&,{'Zo'},{'Je'},{'Wr'},{'An'},{'Br'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'An'},{'Pa'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Mi'},{'Br'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Mi'},{'Sc'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Mi'},{'Ze'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Pa'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Sc'},{'Se'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Wh'},{'Se'},&,2/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Wh'},,&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Ze'},{'Pa'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},{'Ze'},{'Se'},&,1/1,&
&,{'Zo'},{'Je'},{'Wr'},,,&,9/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'An'},&,9/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'Br'},&,37/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'Mi'},&,10/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'Pa'},&,6/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'Sc'},&,8/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'Se'},&,24/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'Wh'},&,9/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Ad'},,&,7/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},{'Ad'},&,3/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},{'Br'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},{'Mi'},&,4/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},{'Pa'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},{'Sc'},&,3/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},{'Se'},&,2/1,&
&,{'Zo'},{'Je'},{'Ze'},{'An'},,&,3/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'Ad'},&,47/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'An'},&,4/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'Mi'},&,44/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'Pa'},&,24/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'Sc'},&,32/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'Se'},&,4/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'Wh'},&,5/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Br'},,&,26/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Se'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'Ad'},&,15/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'An'},&,6/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'Br'},&,46/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'Pa'},&,12/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'Sc'},&,7/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'Se'},&,5/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'Wh'},&,2/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},{'Wr'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},,&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Mi'},,&,4/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'Ad'},&,6/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'An'},&,3/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'Br'},&,3/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'Mi'},&,5/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'Sc'},&,3/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'Se'},&,1/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'Wh'},&,6/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},{'Wr'},&,2/1,&
&,{'Zo'},{'Je'},{'Ze'},{'Pa'},,&,4/1,&
